data-page-selector,name_1,multiple_data_spesifik_place,interior_0,property_typ,Date_time,electrical,certificate,facility_list,bed_room_numeric,bathroom_numeric,land_size_numeric,luas2_Bangunan_numeric,price_numeric,has_electrical_info,certificate_strength,interior_quality,is_apartment,effective_area,price_per_m2,building_to_land_ratio,total_facilities,has_kolam_renang,has_tv_kabel,has_ac,has_keamanan_24_jam,has_internet,has_wifi,is_premium_location,log_price,log_effective_area,log_price_per_m2,price_segment,combined_segment
https://www.99.co/id/properti/apartemen-dijual-1mily-setiabudi-cp-1010332578,"Apartemen Eksklusif Kawasan Setiabudi, 1 KT, Luas 24m², Akses ke Setiabudi, Jakarta Selatan, Jakarta Selatan, Fasilitas Premium",The Newton 1,Full Furnished,Apartemen,2025-10-11 17:30:00,0.0,Lainnya,"['Kolam Renang', 'TV Kabel', 'Internet', 'CCTV', 'Telepon', 'Wifi', 'Mesin Cuci']",1.0,1.0,,24.0,1200000000,0,1.0,3,1,25.0,50000000.0,1.0,7,1,1,0,0,1,1,0,20.9055873945737,3.2188758248682006,17.72753358339242,budget,apartment_budget
https://www.99.co/id/properti/apartemen-dijual-4mily-setiabudi-cp-1010509609,"HOT DEAL! Apartemen di Setiabudi, 3 KT, Luas 155m², Lokasi Elite, View Kota",SETIABUDI SKY GARDEN,Full Furnished,Apartemen,2025-10-11 17:22:00,0.0,Lainnya,"['Kolam Renang', 'Internet']",3.0,2.0,,155.0,4300000000,0,1.0,3,1,155.0,27741935.48387097,1.0,2,1,0,0,0,1,0,0,22.181880859878486,5.049856007249537,17.138455778773192,budget,apartment_budget
https://www.99.co/id/properti/apartemen-dijual-4mily-setiabudi-cp-1009725088,"Apartemen Strategis Kawasan Setiabudi, Luas 159m², 2 KM",Setiabudi Residences,Full Furnished,Apartemen,2025-10-11 17:30:00,0.0,Lainnya,[],2.0,2.0,,159.0,4000000000,0,1.0,3,1,159.0,25157232.704402518,1.0,0,0,0,0,0,0,0,1,22.109560198316302,5.075173815233827,17.04065603559607,budget,apartment_budget
https://www.99.co/id/properti/rumah-dijual-11mily-setiabudi-cp-1011358039,"DIJUAL CEPAT! Rumah Nyaman area Setiabudi, Jakarta Selatan, Luas 375m² LB 210m² Bisa Nego!",Setiabudi Area,Unfurnished,Rumah,2025-10-09 20:17:00,5500.0,SHM,['Dapur'],4.0,3.0,375.0,210.0,11000000000,1,4.0,1,0,375.0,29333333.333333332,0.56,1,0,0,0,0,0,0,0,23.12116110983569,5.929589143389895,17.19423511786528,medium,house_medium
https://www.99.co/id/properti/apartemen-dijual-9500jt-setiabudi-cp-1011500855,"PRIME LOCATION! Apartemen Kawasan Setiabudi, 0 KM, Luas 30m², Strategis",Taman Sari Sudirman,Full Furnished,Apartemen,2025-09-24 14:03:00,0.0,Lainnya,['Kolam Renang'],1.0,2.0,,30.0,950000000,0,1.0,3,1,30.0,31666666.666666668,1.0,1,1,0,0,0,0,0,0,20.671972543611492,3.4339872044851463,17.270775192475654,budget,apartment_budget
https://www.99.co/id/properti/setiabudi-segitiga-emas-kuningan-jakselseyiabudi-rumah-lama-terawat-dengan-baik-harga-ditawarkan-sangat-menarik-1009269279,"KESEMPATAN TERBAIK! Tersedia KPR Rumah Minimalis lokasi Setiabudi, Jakarta Selatan, LT 700m² LB 500m²",Setiabudi Area,Unfurnished,Rumah,2025-06-30 10:45:00,8000.0,SHM,"['Keamanan 24 Jam', 'Taman', 'Jogging Track']",7.0,3.0,700.0,500.0,21000000000,1,4.0,1,0,700.0,30000000.0,0.7142857142857143,3,0,0,0,1,0,0,0,23.767788274717454,6.55250788703459,17.216707972959764,luxury,house_luxury
https://www.99.co/id/properti/apartemen-dijual-12mily-setiabudi-cp-1011326507,"Apartemen Eksklusif di Setiabudi, 1 KM, Luas 171m², Dekat ke Setiabudi, Jakarta Selatan, Jakarta Selatan, Fasilitas Premium",Setiabudi Area,Semi Furnished,Apartemen,2025-10-12 21:23:00,0.0,Lainnya,"['Dekat Tempat Ibadah', 'Kolam Renang', 'Taman']",3.0,1.0,,171.0,12000000000,0,1.0,2,1,171.0,70175438.59649123,1.0,3,1,0,0,0,0,0,0,23.208172486817745,5.147494476813453,18.06650894448175,medium,apartment_medium
https://www.99.co/id/properti/apartemen-dijual-6mily-setiabudi-cp-1011326547,"Apartemen Strategis di Setiabudi, 2 KT, Luas 127m², Kawasan Setiabudi, Jakarta Selatan, Jakarta Selatan, Fasilitas Lengkap",Setiabudi Area,Semi Furnished,Apartemen,2025-10-12 21:01:00,0.0,Lainnya,"['Dekat Tempat Ibadah', 'Kolam Renang', 'Taman']",2.0,2.0,,127.0,6700000000,0,1.0,2,1,127.0,52755905.511811025,1.0,3,1,0,0,0,0,0,0,22.625373363492585,4.852030263919617,17.781186295839962,medium,apartment_medium
https://www.99.co/id/properti/apartemen-dijual-4mily-setiabudi-cp-1010440347,"Apartemen Ready Kawasan Setiabudi, 3 KT, Luas 216m²",SETIABUDI SKY GARDEN,Full Furnished,Apartemen,2025-10-12 20:30:00,0.0,Lainnya,"['Kolam Renang', 'Taman']",3.0,2.0,,216.0,4200000000,0,1.0,3,1,216.0,19444444.444444444,1.0,2,1,0,0,0,0,0,0,22.15835036247383,5.37989735354046,16.783072005980138,budget,apartment_budget
https://www.99.co/id/properti/apartemen-dijual-4mily-setiabudi-cp-1011095482,"HOT PROPERTY! Apartemen di Setiabudi, Jakarta Selatan, 4 KT, Luas 159m², Siap Ditempati, View Kota",Setiabudi Residences,Full Furnished,Apartemen,2025-10-12 20:51:00,0.0,Lainnya,"['Dekat Tempat Ibadah', 'Kolam Renang', 'Taman']",4.0,3.0,,159.0,4100000000,0,1.0,3,1,159.0,25786163.52201258,1.0,3,1,0,0,0,0,0,1,22.134252810900577,5.075173815233827,17.06534864721693,budget,apartment_budget
https://www.99.co/id/properti/apartemen-dijual-13mily-setiabudi-cp-1011627219,"BEST DEAL! Apartemen Kawasan Setiabudi, 4 KM, Luas 340m²",Four Seasons Residences,Full Furnished,Apartemen,2025-10-12 21:09:00,0.0,Lainnya,"['Dekat Tempat Ibadah', 'Kolam Renang', 'Taman']",4.0,4.0,,340.0,13000000000,0,1.0,3,1,340.0,38235294.11764706,1.0,3,1,0,0,0,0,0,1,23.28821519448487,5.831882477283517,17.459269602951586,medium,apartment_medium
https://www.99.co/id/properti/apartemen-dijual-2mily-setiabudi-cp-1011832636,"Apartemen Kawasan Setiabudi, 1 KM, Luas 79m2m², Dekat Setiabudi, Jakarta Selatan, Jakarta Selatan",SETIABUDI SKY GARDEN,Full Furnished,Apartemen,2025-10-21 12:54:00,0.0,Lainnya,"['Kolam Renang', 'Internet', 'CCTV', 'Telepon', 'Wifi', 'Mesin Cuci']",2.0,1.0,,79.0,2700000000,0,1.0,3,1,79.0,34177215.18987342,1.0,6,1,0,0,0,1,1,0,21.716517610327063,4.382026634673881,17.347069786748932,budget,apartment_budget
https://www.99.co/id/properti/rumah-dijual-11mily-setiabudi-cp-1011773337,"Rumah LT 250m² / LB 350m² View Gunung di Setiabudi, Jakarta Selatan",Setiabudi Area,Unfurnished,Rumah,2025-10-15 05:23:00,4400.0,SHM,"['AC', 'Telepon', 'Wifi']",4.0,3.0,350.0,250.0,11000000000,1,4.0,1,0,350.0,31428571.42857143,0.7142857142857143,3,0,0,1,0,0,1,0,23.12116110983569,5.860786223465865,17.263227987079503,medium,house_medium
https://www.99.co/id/properti/rumah-mega-kuningan-setia-budi-jalan-karang-asem-best-price-1007542912,"Rumah LT 865m² / LB 365m² Fasilitas Jogging Track di Setiabudi, Jakarta Selatan",Setiabudi Area,Semi Furnished,Rumah,2025-09-10 04:29:00,0.0,SHM,"['AC', 'CCTV', 'Telepon']",4.0,4.0,865.0,365.0,50000000000,0,4.0,2,0,865.0,57803468.20809249,0.42196531791907516,3,0,0,1,0,0,0,0,24.63528884239456,6.763884908562435,17.872559352742677,luxury,house_luxury
https://www.99.co/id/properti/apartemen-dijual-2mily-setiabudi-cp-1011756026,"UNIT TERBAIK! Apartemen di Setiabudi, 2 KT, Luas 66m², Lokasi Premium, Fasilitas Lengkap, Siap Ditempati",The Grove Apartment,Full Furnished,Apartemen,2025-10-13 19:05:00,0.0,Lainnya,"['Kolam Renang', 'TV Kabel', 'Internet', 'CCTV', 'Telepon', 'Wifi', 'Mesin Cuci']",2.0,1.0,,66.0,2100000000,0,1.0,3,1,66.0,31818181.818181816,1.0,7,1,1,0,0,1,1,0,21.465203182151978,4.204692619390966,17.275548471077933,budget,apartment_budget
https://www.99.co/id/properti/apartemen-dijual-2mily-setiabudi-cp-1011378912,"PRIME UNIT! Apartemen di Setiabudi, 1 KM, Luas 42m², Lokasi Elite, Fasilitas Terlengkap",Setiabudi Area,Full Furnished,Apartemen,2025-10-10 00:04:00,0.0,Lainnya,"['Kolam Renang', 'TV Kabel', 'Internet', 'CCTV', 'Telepon', 'Wifi', 'Mesin Cuci']",1.0,1.0,,42.0,2000000000,0,1.0,3,1,42.0,47619047.61904762,1.0,7,1,1,0,0,1,1,0,21.416413018006356,3.7612001156935624,17.67874342022299,budget,apartment_budget
https://www.99.co/id/properti/apartemen-dijual-5mily-setiabudi-cp-1011783994,"Apartemen Kawasan Setiabudi, 2 KM, Luas 128m², Kawasan Setiabudi, Jakarta Selatan, Jakarta Selatan",Ciputra World 2,Full Furnished,Apartemen,2025-10-15 21:40:00,0.0,Lainnya,"['Kolam Renang', 'TV Kabel', 'Internet', 'CCTV', 'Telepon', 'Wifi', 'Mesin Cuci']",3.0,2.0,,128.0,5300000000,0,1.0,3,1,128.0,41406250.0,1.0,7,1,1,0,0,1,1,0,22.390972657693165,4.859812404361672,17.538942417735814,medium,apartment_medium
https://www.99.co/id/properti/rumah-dijual-23mily-setiabudi-cp-1005260594,"Rumah area Setiabudi, Area Elite LT 495m²",Setiabudi Area,Unfurnished,Rumah,2025-10-11 10:37:00,0.0,SHM,['Wifi'],4.0,4.0,495.0,335.0,23000000000,0,4.0,1,0,495.0,46464646.464646466,0.6767676767676768,1,0,0,0,0,0,1,0,23.85876005291904,6.206575926724928,17.65420231182861,luxury,house_luxury
https://www.99.co/id/properti/rumah-dijual-8mily-setiabudi-cp-1009208773,"Properti Strategis 3 KT LT 165m2m² di Setiabudi, Jakarta Selatan",Setiabudi Area,Unfurnished,Rumah,2025-10-27 12:50:00,0.0,Lainnya,[],3.0,3.0,274.0,165.0,8500000000,0,1.0,1,0,274.0,31021897.81021898,0.6021897810218978,0,0,0,0,0,0,0,0,22.86333200056033,5.616771097666572,17.250203926289906,medium,house_medium
https://www.99.co/id/properti/apartemen-dijual-2mily-setiabudi-cp-1007439630,"EXCLUSIVE PROPERTY! Apartemen Kawasan Setiabudi, 3 KT, Luas 106m², Area Strategis, View Kota",Puri Imperium,Semi Furnished,Apartemen,2025-10-13 18:42:00,0.0,Lainnya,['Kolam Renang'],3.0,2.0,,106.0,2100000000,0,1.0,2,1,106.0,19811320.75471698,1.0,1,1,0,0,0,0,0,0,21.465203182151978,4.672828834461906,16.80176413803991,budget,apartment_budget
https://www.99.co/id/properti/dijual-rumah-di-setiabudi-timur-cocok-untuk-kostan-shm-1009185705,"HOT PROPERTY! Rumah Strategis area Setiabudi, LT 180m² LB 250m²",Setiabudi Area,Unfurnished,Rumah,2025-09-10 17:08:00,2200.0,SHM,"['Keamanan 24 Jam', 'Dekat Tempat Ibadah']",4.0,2.0,250.0,180.0,6700000000,1,4.0,1,0,250.0,26800000.0,0.72,2,0,0,0,1,0,0,0,22.625373363492585,5.5254529391317835,17.103912482794517,medium,house_medium
https://www.99.co/id/properti/apartemen-dijual-6mily-setiabudi-cp-1008963102,"Apartemen Eksklusif di Setiabudi, 3 KT, Luas 155m², Dekat Setiabudi, Jakarta Selatan, Jakarta Selatan",Setiabudi Sky Garden,Full Furnished,Apartemen,2025-10-13 18:30:00,0.0,Lainnya,['Kolam Renang'],3.0,2.0,,155.0,6500000000,0,1.0,3,1,155.0,41935483.87096774,1.0,1,1,0,0,0,0,0,0,22.59506801400185,5.049856007249537,17.55164292077491,medium,apartment_medium
https://www.99.co/id/properti/dijual-rumah-1-lantai-bisa-dibangun-untuk-kostan-di-setiabudi-jakarta-selatan-1011252002,"KESEMPATAN TERBAIK! Rumah Nyaman area Setiabudi, LT 221235m² Bangunan 235m²",Setiabudi Area,Unfurnished,Rumah,2025-09-10 05:37:00,3500.0,SHM,['Keamanan 24 Jam'],4.0,2.0,221235.0,235.0,9500000000,1,4.0,1,0,1251.0,42940.76434560535,0.373134328358209,1,0,0,0,1,0,0,0,22.97455763565817,12.306985284031954,10.667600159214771,medium,house_medium
https://www.99.co/id/properti/apartemen-dijual-2mily-setiabudi-cp-1006325919,"Apartemen Kawasan Setiabudi, 2 KT, Luas 63m², Lokasi Premium",SETIABUDI SKY GARDEN,Semi Furnished,Apartemen,2025-10-13 19:25:00,0.0,Lainnya,['Kolam Renang'],2.0,1.0,,63.0,2300000000,0,1.0,2,1,63.0,36507936.50793651,1.0,1,1,0,0,0,0,0,0,21.556174960316298,4.1588830833596715,17.413040260881285,budget,apartment_budget
https://www.99.co/id/properti/rumah-dijual-51mily-setiabudi-cp-1010350364,"Rumah Berkualitas Setiabudi, Jakarta Selatan, Luas 540m² LB 1100m²",Setiabudi Area,Unfurnished,Rumah,2025-10-12 13:40:00,33000.0,SHM,['Kolam Renang'],4.0,5.0,1100.0,540.0,51000000000,1,4.0,1,0,1100.0,46363636.36363637,0.4909090909090909,1,1,0,0,0,0,0,0,24.655091469690344,7.00397413672268,17.652026032452902,luxury,house_luxury
https://www.99.co/id/properti/rumah-dijual-6mily-setiabudi-cp-1003991980,"Rumah 3 Kamar di Pinggir Kota Setiabudi, Jakarta Selatan - Lokasi Strategis",Setiabudi Area,Unfurnished,Rumah,2025-10-17 07:16:00,2200.0,SHM,[],3.0,3.0,260.0,212.0,6900000000,1,4.0,1,0,260.0,26538461.53846154,0.8153846153846154,0,0,0,0,0,0,0,0,22.654787248694554,5.564520407322694,17.094105655215255,medium,house_medium
https://www.99.co/id/properti/rumah-dijual-13mily-setiabudi-cp-1011514031,"Rumah Minimalis di Setiabudi, Jakarta Selatan, LT 307m² LB 280m²",Setiabudi Area,Unfurnished,Rumah,2025-09-25 13:16:00,0.0,Lainnya,[],3.0,3.0,307.0,280.0,13500000000,0,1.0,1,0,307.0,43973941.36807817,0.9120521172638436,0,0,0,0,0,0,0,0,23.32595552246487,5.730099782973575,17.599107797544338,medium,house_medium
https://www.99.co/id/properti/dijual-rumah-lux-dan-exclusive-lingkungan-tenang-dan-nyaman-di-kuningan-timur-1010244749,"Rumah di Setiabudi, Jakarta Selatan, LT 1039m² Bangunan 1500m²",Setiabudi Area,Unfurnished,Rumah,2025-05-23 08:55:00,0.0,Lainnya,[],6.0,2.0,1500.0,1039.0,57000000000,0,1.0,1,0,1251.0,38000000.0,0.6926666666666667,0,0,0,0,0,0,0,0,24.766317104798507,7.313886831633462,17.453096744006448,luxury,house_luxury
https://www.99.co/id/properti/apartemen-dijual-1mily-setiabudi-cp-1011729958,"LOKASI PREMIUM! Apartemen Kawasan Setiabudi, 1 KT, Luas 25m2m², Strategis",Setiabudi Area,Full Furnished,Apartemen,2025-10-29 10:31:00,0.0,Lainnya,"['Dekat Tempat Ibadah', 'Kolam Renang', 'Taman']",1.0,1.0,,25.0,1500000000,0,1.0,3,1,25.0,60000000.0,1.0,3,1,0,0,0,0,0,0,21.12873094572124,3.258096538021482,17.909855136853043,budget,apartment_budget
https://www.99.co/id/properti/rumah-dijual-11miliar-setiabudi-cp-1009300460,"Rumah area , Jakarta Selatan, LT 259m2m² LB 250m2m²",Setiabudi Area,Unfurnished,Rumah,2025-11-05 20:10:00,0.0,Lainnya,[],4.0,2.0,259.0,250.0,11000000000,0,1.0,1,0,259.0,42471042.47104247,0.9652509652509652,0,0,0,0,0,0,0,0,23.12116110983569,5.560681631015528,17.5643330715907,medium,house_medium
https://www.99.co/id/properti/apartemen-dijual-4mily-setiabudi-cp-1011552670,"PRIME LOCATION! Apartemen Kawasan Setiabudi, 2 KT, Luas 83m², Premium",The Elements Kuningan Apartment,Full Furnished,Apartemen,2025-09-29 12:05:00,0.0,Lainnya,"['Kolam Renang', 'TV Kabel', 'Internet', 'CCTV', 'Telepon', 'Wifi', 'Mesin Cuci']",2.0,2.0,,83.0,4500000000,0,1.0,3,1,83.0,54216867.469879515,1.0,7,1,1,0,0,1,1,0,22.227343233944907,4.430816798843313,17.80850264437053,budget,apartment_budget
https://www.99.co/id/properti/rumah-dijual-11mily-setiabudi-cp-1010795542,"Rumah Luas Tanah 375m² di Setiabudi, Jakarta Selatan - Akses Mudah",Setiabudi Area,Unfurnished,Rumah,2025-10-12 09:38:00,5500.0,SHM,['Dapur'],4.0,3.0,375.0,210.0,11000000000,1,4.0,1,0,375.0,29333333.333333332,0.56,1,0,0,0,0,0,0,0,23.12116110983569,5.929589143389895,17.19423511786528,medium,house_medium
https://www.99.co/id/properti/apartemen-setiabudi-sky-garden-2br-semi-furnished-1005085497,"Apartemen Premium di Setiabudi, 1 KM, Luas 63m², Lokasi Strategis, Dekat Mudah Setiabudi, Jakarta Selatan, Jakarta Selatan",SETIABUDI SKY GARDEN,Semi Furnished,Apartemen,,0.0,Lainnya,[],2.0,1.0,,63.0,2800000000,0,1.0,2,1,63.0,44444444.44444445,1.0,0,0,0,0,0,0,0,0,21.752885254484713,4.1588830833596715,17.609750550236036,budget,apartment_budget
https://www.99.co/id/properti/rumah-mewah-lokasi-premium-di-mega-kuningan-jaksel-oc16480-1011186911,"PROMO SPESIAL! Rumah Ready Stock di Setiabudi, Jakarta Selatan, Luas 540m² LB 1100m²",Setiabudi Area,Unfurnished,Rumah,2025-09-09 13:33:00,33000.0,SHM,['Kolam Renang'],4.0,5.0,1100.0,540.0,51000000000,1,4.0,1,0,1100.0,46363636.36363637,0.4909090909090909,1,1,0,0,0,0,0,0,24.655091469690344,7.00397413672268,17.652026032452902,luxury,house_luxury
https://www.99.co/id/properti/rumah-dijual-22mily-setiabudi-cp-1010228408,"Rumah Strategis dengan 4 Kamar Tidur dan 4 Kamar Mandi di Area Setiabudi, Jakarta Selatan",Setiabudi Area,Semi Furnished,Rumah,2025-10-11 07:23:00,16500.0,Lainnya,"['TV Kabel', 'CCTV', 'Wifi']",4.0,4.0,860.0,334.0,22000000000,1,1.0,2,0,860.0,25581395.348837208,0.3883720930232558,3,0,1,0,0,0,1,0,23.81430829035018,6.7580945044277305,17.05737594014808,luxury,house_luxury
